"","ec5_parent_uuid.tree","ec5_parent_uuid","ec5_uuid","created_at.stem","uploaded_at.stem","title.stem","Stem_number","Stem_distance","Angle_to_base","Angle_to_canopy","Stem_girth","created_at.tree","uploaded_at.tree","title.tree","Quarter","Distance_SamplePoint","Tree_Sp","Tag","lat_GPS_Location_tree","long_GPS_Location_tree","accuracy_GPS_Location_tree","UTM_Northing_GPS_Location_tree","UTM_Easting_GPS_Location_tree","UTM_Zone_GPS_Location_tree","Picture_ID","created_at","uploaded_at","title","Group","Date","Woodland","Transect","Sampling_point","lat_Point_GPS","long_Point_GPS","accuracy_Point_GPS","UTM_Northing_Point_GPS","UTM_Easting_Point_GPS","UTM_Zone_Point_GPS","Precentage_cover","Species_number","Max_height","Dominant_sp","Quadrat_photo"
"67","2df0ba90-2821-41ef-ac38-0c87591dca33","6dd5bd68-4799-4858-834e-c9d7a19ebe1b","36c8e085-effd-4c29-b6dd-84a73f6ea6ff","2025-10-06T12:06:58.000Z","2025-10-06T15:33:02.000Z",1,1,12,4,45,100,"2025-10-06T12:06:13.000Z","2025-10-06T15:33:00.000Z","QI","QI",2.04,"Quercus petraea (Sessile Oak)",NA,51.412935,-0.653648,17,5698358,663166,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=6dd5bd68-4799-4858-834e-c9d7a19ebe1b_1759754754.jpg","2025-10-06T12:02:50.000Z","2025-10-06T15:32:59.000Z","2 T1 P1","2","06/10/2025","Mann's Copse","T1","P1",51.413214,-0.655242,26,5698386,663054,"30U",0,0,0,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2df0ba90-2821-41ef-ac38-0c87591dca33_1759752140.jpg"
"68","2df0ba90-2821-41ef-ac38-0c87591dca33","f315d41a-737c-4384-a309-b9ced35fb37f","993321f5-64cb-4af9-b6c1-8b658279d0e0","2025-10-06T12:41:15.000Z","2025-10-06T15:33:05.000Z",1,1,12,3,37,30,"2025-10-06T12:40:04.000Z","2025-10-06T15:33:04.000Z","QII","QII",4.37,"Corylus avellana (Hazel)",NA,51.412906,-0.653725,6,5698355,663161,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=f315d41a-737c-4384-a309-b9ced35fb37f_1759754396.jpg","2025-10-06T12:02:50.000Z","2025-10-06T15:32:59.000Z","2 T1 P1","2","06/10/2025","Mann's Copse","T1","P1",51.413214,-0.655242,26,5698386,663054,"30U",0,0,0,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2df0ba90-2821-41ef-ac38-0c87591dca33_1759752140.jpg"
"69","2df0ba90-2821-41ef-ac38-0c87591dca33","f315d41a-737c-4384-a309-b9ced35fb37f","0ea4999b-312f-4fa1-af99-9e9c4fa5c551","2025-10-06T12:42:29.000Z","2025-10-06T15:33:10.000Z",4,4,12,3,37,38,"2025-10-06T12:40:04.000Z","2025-10-06T15:33:04.000Z","QII","QII",4.37,"Corylus avellana (Hazel)",NA,51.412906,-0.653725,6,5698355,663161,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=f315d41a-737c-4384-a309-b9ced35fb37f_1759754396.jpg","2025-10-06T12:02:50.000Z","2025-10-06T15:32:59.000Z","2 T1 P1","2","06/10/2025","Mann's Copse","T1","P1",51.413214,-0.655242,26,5698386,663054,"30U",0,0,0,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2df0ba90-2821-41ef-ac38-0c87591dca33_1759752140.jpg"
"70","2df0ba90-2821-41ef-ac38-0c87591dca33","f315d41a-737c-4384-a309-b9ced35fb37f","86a6abd3-82bc-439f-9024-c28e217fb9a2","2025-10-06T12:41:37.000Z","2025-10-06T15:33:07.000Z",2,2,12,3,37,38,"2025-10-06T12:40:04.000Z","2025-10-06T15:33:04.000Z","QII","QII",4.37,"Corylus avellana (Hazel)",NA,51.412906,-0.653725,6,5698355,663161,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=f315d41a-737c-4384-a309-b9ced35fb37f_1759754396.jpg","2025-10-06T12:02:50.000Z","2025-10-06T15:32:59.000Z","2 T1 P1","2","06/10/2025","Mann's Copse","T1","P1",51.413214,-0.655242,26,5698386,663054,"30U",0,0,0,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2df0ba90-2821-41ef-ac38-0c87591dca33_1759752140.jpg"
"71","2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6","d621e3fc-9013-4253-8102-e5e83c40ca68","cc5d1a60-4c08-464e-90b4-f3edcaf6a36d","2025-10-06T12:58:27.000Z","2025-10-06T14:07:38.000Z",1,1,10,1,68,232,"2025-10-06T12:57:53.000Z","2025-10-06T14:07:36.000Z","QII","QII",7.5,"Acer pseudoplatanus (Sycamore)",NA,51.414575,-0.65054,5,5698547,663377,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=d621e3fc-9013-4253-8102-e5e83c40ca68_1759755470.jpg","2025-10-06T12:47:28.000Z","2025-10-06T14:07:25.000Z","6 T1 P3","6","06/10/2025","Farm wood","T1","P3",51.414559,-0.650561,4,5698546,663375,"30U",80,3,13,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6_1759754846.jpg"
"72","2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6","0ebf7230-88b6-41e4-8e5e-b8ff52ae609f","d458fbdd-42fa-47aa-8135-1e610b7e4f3c","2025-10-06T13:00:36.000Z","2025-10-06T14:07:43.000Z",1,1,10,7,71,200,"2025-10-06T13:00:07.000Z","2025-10-06T14:07:41.000Z","QIV","QIV",14,"",1957,51.414442,-0.650396,7,5698533,663387,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=0ebf7230-88b6-41e4-8e5e-b8ff52ae609f_1759755603.jpg","2025-10-06T12:47:28.000Z","2025-10-06T14:07:25.000Z","6 T1 P3","6","06/10/2025","Farm wood","T1","P3",51.414559,-0.650561,4,5698546,663375,"30U",80,3,13,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6_1759754846.jpg"
"73","2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6","2823b8ce-5616-45a3-82c1-68e8b3535f98","dee670b3-4f51-471d-b78e-c8bad81bc4ec","2025-10-06T12:51:17.000Z","2025-10-06T14:07:29.000Z",1,1,10,5,62,51,"2025-10-06T12:49:55.000Z","2025-10-06T14:07:27.000Z","QI","QI",3.6,"Betula pendula (Silver Birch)",NA,51.414553,-0.650589,4,5698545,663373,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2823b8ce-5616-45a3-82c1-68e8b3535f98_1759754993.jpg","2025-10-06T12:47:28.000Z","2025-10-06T14:07:25.000Z","6 T1 P3","6","06/10/2025","Farm wood","T1","P3",51.414559,-0.650561,4,5698546,663375,"30U",80,3,13,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6_1759754846.jpg"
"74","2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6","8cc71140-4a5c-4e48-b291-2d31974aef77","d0190ef3-7bd6-4149-bd8d-7ec38756784b","2025-10-06T12:54:03.000Z","2025-10-06T14:07:33.000Z",1,1,10,1,57,370,"2025-10-06T12:52:46.000Z","2025-10-06T14:07:31.000Z","QIII","QIII",3.7,"Quercus robur (Pedunculated Oak)",NA,51.414567,-0.650632,5,5698546,663370,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=8cc71140-4a5c-4e48-b291-2d31974aef77_1759755130.jpg","2025-10-06T12:47:28.000Z","2025-10-06T14:07:25.000Z","6 T1 P3","6","06/10/2025","Farm wood","T1","P3",51.414559,-0.650561,4,5698546,663375,"30U",80,3,13,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6_1759754846.jpg"
"75","3521c666-21b9-46ad-bcbd-d07997681b35","1a8d1130-2fd4-4293-ab5c-a4daa60dea5b","950d7508-1c58-4a36-bbd7-a707b7958374","2025-10-06T15:29:05.000Z","2025-10-06T15:35:44.000Z",2,2,16.8,4,44,73,"2025-10-06T14:16:34.000Z","2025-10-06T15:35:41.000Z","QIV","QIV",16.7,"Acer pseudoplatanus (Sycamore)",NA,51.413111,-0.651741,9,5698382,663298,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=1a8d1130-2fd4-4293-ab5c-a4daa60dea5b_1759760188.jpg","2025-10-06T13:36:54.000Z","2025-10-06T15:35:37.000Z","2 T2 P4","2","06/10/2025","Mann's Copse","T2","P4",51.412909,-0.651896,5,5698359,663288,"30U",10,2,18,"Common Braken","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=3521c666-21b9-46ad-bcbd-d07997681b35_1759757811.jpg"
"76","3521c666-21b9-46ad-bcbd-d07997681b35","1a8d1130-2fd4-4293-ab5c-a4daa60dea5b","8310a240-68e3-4dc4-851c-1d175395cb06","2025-10-06T15:28:48.000Z","2025-10-06T15:35:43.000Z",1,1,16.7,4,44,79,"2025-10-06T14:16:34.000Z","2025-10-06T15:35:41.000Z","QIV","QIV",16.7,"Acer pseudoplatanus (Sycamore)",NA,51.413111,-0.651741,9,5698382,663298,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=1a8d1130-2fd4-4293-ab5c-a4daa60dea5b_1759760188.jpg","2025-10-06T13:36:54.000Z","2025-10-06T15:35:37.000Z","2 T2 P4","2","06/10/2025","Mann's Copse","T2","P4",51.412909,-0.651896,5,5698359,663288,"30U",10,2,18,"Common Braken","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=3521c666-21b9-46ad-bcbd-d07997681b35_1759757811.jpg"
"77","3521c666-21b9-46ad-bcbd-d07997681b35","c2c04925-00f5-4ed6-b59f-c72cdee3e679","d70eba52-903c-4c04-b386-fbc5019fdc03","2025-10-06T15:28:25.000Z","2025-10-06T15:35:40.000Z",1,1,9.5,8,65,231,"2025-10-06T14:15:55.000Z","2025-10-06T15:35:38.000Z","QI","QI",9.5,"Betula pendula (Silver Birch)",NA,51.412965,-0.651824,7,5698366,663293,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c2c04925-00f5-4ed6-b59f-c72cdee3e679_1759760153.jpg","2025-10-06T13:36:54.000Z","2025-10-06T15:35:37.000Z","2 T2 P4","2","06/10/2025","Mann's Copse","T2","P4",51.412909,-0.651896,5,5698359,663288,"30U",10,2,18,"Common Braken","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=3521c666-21b9-46ad-bcbd-d07997681b35_1759757811.jpg"
"78","360cd381-7add-4f54-931d-32ef4f8e2c0f","f64ad41c-a43a-4016-b853-5aec852e39f8","9dcb8781-f467-40e1-8da7-14e02fcc4abf","2025-10-06T14:18:13.000Z","2025-10-06T15:14:56.000Z",1,1,14.17,25,7,114,"2025-10-06T14:15:59.000Z","2025-10-06T15:14:54.000Z","QIII","QIII",5.11,"Quercus robur (Pedunculated Oak)",2127,51.410148,-0.645505,6,5698066,663742,"30U","","2025-10-06T14:04:18.000Z","2025-10-06T15:14:44.000Z","5 T2 P1","5","06/10/2025","Elms Slope","T2","P1",51.409968,-0.645131,5,5698047,663769,"30U",0,0,0,"No","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=360cd381-7add-4f54-931d-32ef4f8e2c0f_1759759410.jpg"
"79","360cd381-7add-4f54-931d-32ef4f8e2c0f","0f3db8c1-b493-42f8-bc8a-69f0a1d348d3","f2c1285e-0d74-4212-b529-19b9d68aadf0","2025-10-06T14:08:42.000Z","2025-10-06T15:14:48.000Z",1,1,16,10,31,140,"2025-10-06T14:07:21.000Z","2025-10-06T15:14:46.000Z","QI","QI",4.17,"Quercus petraea (Sessile Oak)",NA,51.410117,-0.645539,5,5698063,663740,"30U","","2025-10-06T14:04:18.000Z","2025-10-06T15:14:44.000Z","5 T2 P1","5","06/10/2025","Elms Slope","T2","P1",51.409968,-0.645131,5,5698047,663769,"30U",0,0,0,"No","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=360cd381-7add-4f54-931d-32ef4f8e2c0f_1759759410.jpg"
"80","360cd381-7add-4f54-931d-32ef4f8e2c0f","08bffd27-53a0-445a-ab62-19813dc09999","3e2052ce-8162-482b-a0e7-5752ccdac6e6","2025-10-06T14:22:43.000Z","2025-10-06T15:15:00.000Z",1,1,12.32,12,41,335,"2025-10-06T14:21:31.000Z","2025-10-06T15:14:58.000Z","QIV","QIV",7.93,"Quercus robur (Pedunculated Oak)",1995,51.410092,-0.645444,6,5698060,663747,"30U","","2025-10-06T14:04:18.000Z","2025-10-06T15:14:44.000Z","5 T2 P1","5","06/10/2025","Elms Slope","T2","P1",51.409968,-0.645131,5,5698047,663769,"30U",0,0,0,"No","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=360cd381-7add-4f54-931d-32ef4f8e2c0f_1759759410.jpg"
"81","360cd381-7add-4f54-931d-32ef4f8e2c0f","f4bf042e-2d64-48fc-8257-d663df0f31c8","23c3c122-c829-4e5e-b961-2d0198440903","2025-10-06T14:13:10.000Z","2025-10-06T15:14:52.000Z",1,1,19.6,9,39,120,"2025-10-06T14:10:11.000Z","2025-10-06T15:14:50.000Z","QII","QII",10.84,"Quercus robur (Pedunculated Oak)",NA,51.410177,-0.645524,5,5698070,663741,"30U","","2025-10-06T14:04:18.000Z","2025-10-06T15:14:44.000Z","5 T2 P1","5","06/10/2025","Elms Slope","T2","P1",51.409968,-0.645131,5,5698047,663769,"30U",0,0,0,"No","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=360cd381-7add-4f54-931d-32ef4f8e2c0f_1759759410.jpg"
"82","39a25ce7-85c4-4336-9dbd-9129a578d47f","5d567de8-a836-47d2-9379-eab4d2310408","5827060c-9e3d-471a-8870-b112ce1caa21","2025-10-06T15:10:14.000Z","2025-10-06T15:57:03.000Z",3,3,10,24,37,100,"2025-10-06T15:04:29.000Z","2025-10-06T15:56:56.000Z","QII","QII",9.5,"Quercus robur (Pedunculated Oak)",NA,51.41329,-0.640446,11,5698427,664083,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=5d567de8-a836-47d2-9379-eab4d2310408_1759763059.jpg","2025-10-06T14:43:22.000Z","2025-10-06T15:56:55.000Z","1 T2 P2","1","06/10/2025","Merten's Acres","T2","P2",51.413402,-0.640486,4,5698439,664080,"30U",10,1,49,"Urtica","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=39a25ce7-85c4-4336-9dbd-9129a578d47f_1759761783.jpg"
"83","39a25ce7-85c4-4336-9dbd-9129a578d47f","5d567de8-a836-47d2-9379-eab4d2310408","e3345006-1cc7-4d34-8c22-8a0cb01dbba5","2025-10-06T15:09:40.000Z","2025-10-06T15:57:01.000Z",2,2,10,24,46,94,"2025-10-06T15:04:29.000Z","2025-10-06T15:56:56.000Z","QII","QII",9.5,"Quercus robur (Pedunculated Oak)",NA,51.41329,-0.640446,11,5698427,664083,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=5d567de8-a836-47d2-9379-eab4d2310408_1759763059.jpg","2025-10-06T14:43:22.000Z","2025-10-06T15:56:55.000Z","1 T2 P2","1","06/10/2025","Merten's Acres","T2","P2",51.413402,-0.640486,4,5698439,664080,"30U",10,1,49,"Urtica","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=39a25ce7-85c4-4336-9dbd-9129a578d47f_1759761783.jpg"
"84","39a25ce7-85c4-4336-9dbd-9129a578d47f","4ed28725-e660-4e22-abb0-413d90329d29","3b598915-6a17-4881-a198-1dd0b5a5f6c1","2025-10-06T15:10:45.000Z","2025-10-06T15:57:13.000Z",1,1,13.4,5,41,86,"2025-10-06T15:05:46.000Z","2025-10-06T15:57:11.000Z","QIII","QIII",5.4,"Quercus robur (Pedunculated Oak)",157,51.413354,-0.640632,8,5698434,664070,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=4ed28725-e660-4e22-abb0-413d90329d29_1759763142.jpg","2025-10-06T14:43:22.000Z","2025-10-06T15:56:55.000Z","1 T2 P2","1","06/10/2025","Merten's Acres","T2","P2",51.413402,-0.640486,4,5698439,664080,"30U",10,1,49,"Urtica","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=39a25ce7-85c4-4336-9dbd-9129a578d47f_1759761783.jpg"
"85","39a25ce7-85c4-4336-9dbd-9129a578d47f","f636c5a8-3143-4ac0-8560-36400d475c1d","b56e7772-3d2a-4861-aa62-fb6df74d5216","2025-10-06T15:08:28.000Z","2025-10-06T15:57:09.000Z",1,1,15,4,47,71,"2025-10-06T15:03:16.000Z","2025-10-06T15:57:06.000Z","QI","QI",7.5,"Acer pseudoplatanus (Sycamore)",NA,51.413365,-0.640378,5,5698436,664087,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=f636c5a8-3143-4ac0-8560-36400d475c1d_1759762994.jpg","2025-10-06T14:43:22.000Z","2025-10-06T15:56:55.000Z","1 T2 P2","1","06/10/2025","Merten's Acres","T2","P2",51.413402,-0.640486,4,5698439,664080,"30U",10,1,49,"Urtica","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=39a25ce7-85c4-4336-9dbd-9129a578d47f_1759761783.jpg"
"86","39a25ce7-85c4-4336-9dbd-9129a578d47f","ee986d39-d1f2-47cf-94b6-046d85059611","3175890c-ca9f-47b2-a535-053ea9714799","2025-10-06T15:11:12.000Z","2025-10-06T15:57:17.000Z",1,1,14.3,5,53,245,"2025-10-06T15:07:02.000Z","2025-10-06T15:57:15.000Z","QIV","QIV",4.1,"Quercus robur (Pedunculated Oak)",1490,51.413455,-0.640498,10,5698445,664079,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=ee986d39-d1f2-47cf-94b6-046d85059611_1759763179.jpg","2025-10-06T14:43:22.000Z","2025-10-06T15:56:55.000Z","1 T2 P2","1","06/10/2025","Merten's Acres","T2","P2",51.413402,-0.640486,4,5698439,664080,"30U",10,1,49,"Urtica","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=39a25ce7-85c4-4336-9dbd-9129a578d47f_1759761783.jpg"
"87","39a25ce7-85c4-4336-9dbd-9129a578d47f","5d567de8-a836-47d2-9379-eab4d2310408","ecc8aa70-f3b5-45ab-acaf-ea6db6932b77","2025-10-06T15:09:04.000Z","2025-10-06T15:56:59.000Z",1,1,10,24,35,121,"2025-10-06T15:04:29.000Z","2025-10-06T15:56:56.000Z","QII","QII",9.5,"Quercus robur (Pedunculated Oak)",NA,51.41329,-0.640446,11,5698427,664083,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=5d567de8-a836-47d2-9379-eab4d2310408_1759763059.jpg","2025-10-06T14:43:22.000Z","2025-10-06T15:56:55.000Z","1 T2 P2","1","06/10/2025","Merten's Acres","T2","P2",51.413402,-0.640486,4,5698439,664080,"30U",10,1,49,"Urtica","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=39a25ce7-85c4-4336-9dbd-9129a578d47f_1759761783.jpg"
"88","3af81a8d-89dd-41de-b9da-54e276f6c5c1","82465a51-983e-4abe-81df-9970cd26604a","e1165ddc-4d2b-4436-828b-defe96fa27d6","2025-10-06T14:25:30.000Z","2025-10-06T14:26:00.000Z",1,1,14,2,56,80,"2025-10-06T14:24:59.000Z","2025-10-06T14:25:58.000Z","QIV","QIV",5.7,"Other species",NA,51.41541,-0.647567,9,5698647,663580,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=82465a51-983e-4abe-81df-9970cd26604a_1759760602.jpg","2025-10-06T14:11:26.000Z","2025-10-06T14:25:42.000Z","9 T1 P4","9","06/10/2025","Cheapside Field","T1","P4",51.415381,-0.647512,8,5698644,663584,"30U",4,3,80,"Narrow leaved ash","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=3af81a8d-89dd-41de-b9da-54e276f6c5c1_1759759655.jpg"
"89","3af81a8d-89dd-41de-b9da-54e276f6c5c1","bd2acc4a-26c4-4b26-a1e5-f938270f2167","a7d77897-1095-4158-9d2c-1cc299780c9c","2025-10-06T14:18:35.000Z","2025-10-06T14:25:51.000Z",1,1,8,4,58,67,"2025-10-06T14:18:04.000Z","2025-10-06T14:25:49.000Z","QII","QII",1.1,"Fagus sylvatica (Beech)",NA,51.415425,-0.647481,8,5698649,663586,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=bd2acc4a-26c4-4b26-a1e5-f938270f2167_1759760266.jpg","2025-10-06T14:11:26.000Z","2025-10-06T14:25:42.000Z","9 T1 P4","9","06/10/2025","Cheapside Field","T1","P4",51.415381,-0.647512,8,5698644,663584,"30U",4,3,80,"Narrow leaved ash","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=3af81a8d-89dd-41de-b9da-54e276f6c5c1_1759759655.jpg"
"90","3af81a8d-89dd-41de-b9da-54e276f6c5c1","b8e37795-fb2b-4eaa-b43d-7052b7994001","fe6edaca-3938-4881-8be9-6e6ea262e6cf","2025-10-06T14:15:06.000Z","2025-10-06T14:25:46.000Z",1,1,11,3,61,78,"2025-10-06T14:13:27.000Z","2025-10-06T14:25:44.000Z","QI","QI",3.3,"Betula pendula (Silver Birch)",1082,51.41549,-0.647482,10,5698656,663586,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=b8e37795-fb2b-4eaa-b43d-7052b7994001_1759760003.jpg","2025-10-06T14:11:26.000Z","2025-10-06T14:25:42.000Z","9 T1 P4","9","06/10/2025","Cheapside Field","T1","P4",51.415381,-0.647512,8,5698644,663584,"30U",4,3,80,"Narrow leaved ash","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=3af81a8d-89dd-41de-b9da-54e276f6c5c1_1759759655.jpg"
"91","3af81a8d-89dd-41de-b9da-54e276f6c5c1","0ae910e2-d1ac-4851-b447-6e4cbc1bb270","d0e8ddd2-a04e-4f9d-9576-f086d2c30e36","2025-10-06T14:22:01.000Z","2025-10-06T14:25:55.000Z",1,1,5.3,12,55,33,"2025-10-06T14:20:58.000Z","2025-10-06T14:25:53.000Z","QIII","QIII",1.6,"Other species",NA,51.415448,-0.647522,19,5698651,663583,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=0ae910e2-d1ac-4851-b447-6e4cbc1bb270_1759760414.jpg","2025-10-06T14:11:26.000Z","2025-10-06T14:25:42.000Z","9 T1 P4","9","06/10/2025","Cheapside Field","T1","P4",51.415381,-0.647512,8,5698644,663584,"30U",4,3,80,"Narrow leaved ash","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=3af81a8d-89dd-41de-b9da-54e276f6c5c1_1759759655.jpg"
"92","41c19d14-a7b3-475d-9cb7-1ed00a79a401","94147b94-2a14-4598-a71b-63b1d3dd1dbc","61094f02-23cd-4804-9686-a0230018a8b3","2025-10-06T16:27:18.000Z","2025-10-06T16:32:11.000Z",1,1,10,6,62,90,"2025-10-06T15:53:23.000Z","2025-10-06T16:32:08.000Z","QII","QII",1.1,"Alnus sp (Alder)",NA,51.414795,-0.643755,4,5698587,663847,"30U","","2025-10-06T15:50:49.000Z","2025-10-06T16:32:03.000Z","3 T2 P5","3","06/10/2025","Nash's Copse","T2","P5",51.414845,-0.643747,19,5698593,663848,"30U",70,4,24,"grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=41c19d14-a7b3-475d-9cb7-1ed00a79a401_1759765846.jpg"
"93","41c19d14-a7b3-475d-9cb7-1ed00a79a401","a1265f31-eaab-4f62-8b45-837eec430df2","06a77066-b2eb-4888-adc4-28f70b8249b9","2025-10-06T16:26:38.000Z","2025-10-06T16:32:06.000Z",1,1,10,6,58,87,"2025-10-06T15:51:14.000Z","2025-10-06T16:32:05.000Z","QI","QI",4.1,"Betula pendula (Silver Birch)",NA,51.414807,-0.643723,4,5698588,663850,"30U","","2025-10-06T15:50:49.000Z","2025-10-06T16:32:03.000Z","3 T2 P5","3","06/10/2025","Nash's Copse","T2","P5",51.414845,-0.643747,19,5698593,663848,"30U",70,4,24,"grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=41c19d14-a7b3-475d-9cb7-1ed00a79a401_1759765846.jpg"
"94","41c19d14-a7b3-475d-9cb7-1ed00a79a401","7c555629-27f0-4033-9840-746c16d57cde","958e3310-50ab-468b-9dfa-475d00f2dfb9","2025-10-06T16:29:29.000Z","2025-10-06T16:32:15.000Z",1,1,10,7,48,50,"2025-10-06T15:52:22.000Z","2025-10-06T16:32:14.000Z","QIV","QIV",5.9,"Alnus sp (Alder)",NA,51.41477,-0.643767,4,5698584,663847,"30U","","2025-10-06T15:50:49.000Z","2025-10-06T16:32:03.000Z","3 T2 P5","3","06/10/2025","Nash's Copse","T2","P5",51.414845,-0.643747,19,5698593,663848,"30U",70,4,24,"grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=41c19d14-a7b3-475d-9cb7-1ed00a79a401_1759765846.jpg"
"95","4845e0c6-3a7a-481b-99a7-363d8db0ada7","0ca90f7e-bba7-4e7a-8c06-8a03718415a7","09ee4089-fefd-4189-bae8-066742ed8a20","2025-10-06T13:57:18.000Z","2025-10-06T15:33:54.000Z",1,1,12,9,65,153,"2025-10-06T13:07:16.000Z","2025-10-06T15:33:53.000Z","QIII","QIII",4.2,"Quercus petraea (Sessile Oak)",2014,51.412645,-0.653434,19,5698326,663182,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=0ca90f7e-bba7-4e7a-8c06-8a03718415a7_1759756033.jpg","2025-10-06T12:23:43.000Z","2025-10-06T15:33:47.000Z","2 T1 P3","2","06/10/2025","Mann's Copse","T1","P3",51.412719,-0.653375,20,5698335,663186,"30U",5,1,120,"Common braken Pteridium aquilinum","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=4845e0c6-3a7a-481b-99a7-363d8db0ada7_1759753418.jpg"
