"","ec5_parent_uuid","ec5_uuid","created_at.tree","uploaded_at.tree","title.tree","Quarter","Distance_SamplePoint","Tree_Sp","Tag","lat_GPS_Location_tree","long_GPS_Location_tree","accuracy_GPS_Location_tree","UTM_Northing_GPS_Location_tree","UTM_Easting_GPS_Location_tree","UTM_Zone_GPS_Location_tree","Picture_ID","created_at.transect","uploaded_at.transect","title.transect","Group","Date","Woodland","Transect","Sampling_point","lat_Point_GPS","long_Point_GPS","accuracy_Point_GPS","UTM_Northing_Point_GPS","UTM_Easting_Point_GPS","UTM_Zone_Point_GPS","Precentage_cover","Species_number","Max_height","Dominant_sp","Quadrat_photo"
"89","26a571de-7e35-47f8-84fc-fc2090739d59","4afdea4a-5560-4be5-b6fc-25c17fb67621","2025-10-06T14:33:49.000Z","2025-10-06T15:05:54.000Z","QI","QI",0.4,"Acer pseudoplatanus (Sycamore)",NA,51.414237,-0.649174,4,5698513,663473,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=4afdea4a-5560-4be5-b6fc-25c17fb67621_1759761201.jpg","2025-10-06T14:32:37.000Z","2025-10-06T15:05:52.000Z","6 T2 P5","6","06/10/2025","Farm wood","T2","P5",51.414184,-0.649191,5,5698507,663472,"30U",0,0,0,"None","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=26a571de-7e35-47f8-84fc-fc2090739d59_1759761156.jpg"
"90","26c691bc-68b9-489f-adf3-da5e5fe6c8e2","26d94d67-595a-4891-8306-409e910de896","2025-10-06T14:15:28.000Z","2025-10-06T15:05:30.000Z","QIV","QIV",12.5,"Acer pseudoplatanus (Sycamore)",NA,51.414665,-0.648144,36,5698563,663543,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=26d94d67-595a-4891-8306-409e910de896_1759760622.jpg","2025-10-06T14:09:46.000Z","2025-10-06T15:05:15.000Z","6 T2 P3","6","06/10/2025","Farm wood","T2","P3",51.414408,-0.649669,5,5698531,663438,"30U",5,1,0,"Moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=26c691bc-68b9-489f-adf3-da5e5fe6c8e2_1759759783.jpg"
"91","26c691bc-68b9-489f-adf3-da5e5fe6c8e2","58513dfb-8591-4e7b-985f-dbf09c1154ba","2025-10-06T14:14:02.000Z","2025-10-06T15:05:26.000Z","QIII","QIII",9,"Acer pseudoplatanus (Sycamore)",NA,NA,NA,NA,NA,NA,"","","2025-10-06T14:09:46.000Z","2025-10-06T15:05:15.000Z","6 T2 P3","6","06/10/2025","Farm wood","T2","P3",51.414408,-0.649669,5,5698531,663438,"30U",5,1,0,"Moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=26c691bc-68b9-489f-adf3-da5e5fe6c8e2_1759759783.jpg"
"92","26c691bc-68b9-489f-adf3-da5e5fe6c8e2","fb0a8d89-a51d-4649-a961-1fe55f45b5e5","2025-10-06T14:12:17.000Z","2025-10-06T15:05:22.000Z","QII","QII",6.1,"Acer pseudoplatanus (Sycamore)",NA,51.414389,-0.649561,6,5698529,663445,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=fb0a8d89-a51d-4649-a961-1fe55f45b5e5_1759759934.jpg","2025-10-06T14:09:46.000Z","2025-10-06T15:05:15.000Z","6 T2 P3","6","06/10/2025","Farm wood","T2","P3",51.414408,-0.649669,5,5698531,663438,"30U",5,1,0,"Moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=26c691bc-68b9-489f-adf3-da5e5fe6c8e2_1759759783.jpg"
"93","26c691bc-68b9-489f-adf3-da5e5fe6c8e2","da2f21ca-5844-4d14-964a-2e50e1aa9f72","2025-10-06T14:11:36.000Z","2025-10-06T15:05:17.000Z","QI","QI",0.3,"Quercus cerris (Turkish Oak)",230,51.414389,-0.649662,4,5698529,663438,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=da2f21ca-5844-4d14-964a-2e50e1aa9f72_1759759887.jpg","2025-10-06T14:09:46.000Z","2025-10-06T15:05:15.000Z","6 T2 P3","6","06/10/2025","Farm wood","T2","P3",51.414408,-0.649669,5,5698531,663438,"30U",5,1,0,"Moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=26c691bc-68b9-489f-adf3-da5e5fe6c8e2_1759759783.jpg"
"94","27cebdb8-6d71-4c81-aef1-544f8ee4ef35","76e2a530-a471-11f0-b1b0-9b88d8d6ce55","2025-10-08T18:06:08.000Z","2025-10-08T18:10:03.000Z","QIV","QIV",4.65,"Quercus robur (Pedunculated Oak)",1688,51.40895,-0.64481,4,5697935,663795,"30U","","2025-10-08T14:11:57.000Z","2025-10-08T14:13:34.000Z","7 T2 P4","7","06/10/2025","Elms Slope","T2","P4",51.40891,-0.64474,4,5697930,663800,"30U",0,0,0,"n/a","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=27cebdb8-6d71-4c81-aef1-544f8ee4ef35_1759932714.jpg"
"95","27cebdb8-6d71-4c81-aef1-544f8ee4ef35","41812dd0-a471-11f0-b1b0-9b88d8d6ce55","2025-10-08T18:04:38.000Z","2025-10-08T18:06:06.000Z","QII","QII",4.28,"Acer pseudoplatanus (Sycamore)",NA,51.40895,-0.64473,4,5697935,663801,"30U","","2025-10-08T14:11:57.000Z","2025-10-08T14:13:34.000Z","7 T2 P4","7","06/10/2025","Elms Slope","T2","P4",51.40891,-0.64474,4,5697930,663800,"30U",0,0,0,"n/a","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=27cebdb8-6d71-4c81-aef1-544f8ee4ef35_1759932714.jpg"
"96","27cebdb8-6d71-4c81-aef1-544f8ee4ef35","12071880-a471-11f0-b1b0-9b88d8d6ce55","2025-10-08T18:03:18.000Z","2025-10-08T18:04:37.000Z","QI","QI",7.1,"Quercus cerris (Turkish Oak)",5738,51.40895,-0.64474,4,5697935,663800,"30U","","2025-10-08T14:11:57.000Z","2025-10-08T14:13:34.000Z","7 T2 P4","7","06/10/2025","Elms Slope","T2","P4",51.40891,-0.64474,4,5697930,663800,"30U",0,0,0,"n/a","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=27cebdb8-6d71-4c81-aef1-544f8ee4ef35_1759932714.jpg"
"97","2a3b3d6a-afda-4da4-be41-27c7d633870e","2b87918c-932b-4df9-a598-e1515bec11fa","2024-10-07T13:14:33.000Z","2024-10-07T14:59:07.000Z","QIV","QIV",7,"Quercus robur (Pedunculated Oak)",NA,51.411957,-0.640632,5,5698278,664075,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2b87918c-932b-4df9-a598-e1515bec11fa_1728306865.jpg","2024-10-07T12:47:50.000Z","2024-10-07T14:58:59.000Z","1 T1 P2","1","07/10/2024","Merten's Acres","T1","P2",51.411886,-0.6406,4,5698271,664077,"30U",40,1,33,"bramble","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2a3b3d6a-afda-4da4-be41-27c7d633870e_1728305231.jpg"
"98","2a3b3d6a-afda-4da4-be41-27c7d633870e","d3123e18-d847-4167-9db1-ab7079f5bab3","2024-10-07T13:10:21.000Z","2024-10-07T14:59:05.000Z","QIII","QIII",6.9,"Quercus robur (Pedunculated Oak)",NA,51.411942,-0.640653,5,5698277,664073,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=d3123e18-d847-4167-9db1-ab7079f5bab3_1728306614.jpg","2024-10-07T12:47:50.000Z","2024-10-07T14:58:59.000Z","1 T1 P2","1","07/10/2024","Merten's Acres","T1","P2",51.411886,-0.6406,4,5698271,664077,"30U",40,1,33,"bramble","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2a3b3d6a-afda-4da4-be41-27c7d633870e_1728305231.jpg"
"99","2a3b3d6a-afda-4da4-be41-27c7d633870e","92c75c70-ab2c-4462-84b4-f11b6da379d8","2024-10-07T13:04:09.000Z","2024-10-07T14:59:02.000Z","QII","QII",3.4,"Quercus robur (Pedunculated Oak)",1351,51.411863,-0.640794,5,5698268,664064,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=92c75c70-ab2c-4462-84b4-f11b6da379d8_1728306244.jpg","2024-10-07T12:47:50.000Z","2024-10-07T14:58:59.000Z","1 T1 P2","1","07/10/2024","Merten's Acres","T1","P2",51.411886,-0.6406,4,5698271,664077,"30U",40,1,33,"bramble","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2a3b3d6a-afda-4da4-be41-27c7d633870e_1728305231.jpg"
"100","2a3b3d6a-afda-4da4-be41-27c7d633870e","6868aaad-2790-4f0d-98e4-25b66c7ecc73","2024-10-07T13:01:42.000Z","2024-10-07T14:59:00.000Z","QI","QI",1.26,"Betula pendula (Silver Birch)",NA,51.411843,-0.640554,5,5698266,664081,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=6868aaad-2790-4f0d-98e4-25b66c7ecc73_1728306071.jpg","2024-10-07T12:47:50.000Z","2024-10-07T14:58:59.000Z","1 T1 P2","1","07/10/2024","Merten's Acres","T1","P2",51.411886,-0.6406,4,5698271,664077,"30U",40,1,33,"bramble","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2a3b3d6a-afda-4da4-be41-27c7d633870e_1728305231.jpg"
"101","2acc103b-fd5c-413a-b080-c746957c6f02","08eac4a7-580d-4a34-b5d3-b1cdd8f375e1","2024-10-07T10:34:21.000Z","2024-10-07T15:58:52.000Z","QI","QI",8,"Other species",NA,51.409355,-0.6399,5,5697991,664135,"30U","","2024-10-07T10:30:20.000Z","2024-10-07T15:58:51.000Z","Test T1 P1","Test","07/10/2024","Elms Slope","T1","P1",51.409356,-0.63999,5,5697991,664129,"30U",80,5,5,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2acc103b-fd5c-413a-b080-c746957c6f02_1728296794.jpg"
"102","2ae37820-eb75-4ca3-bdcb-5667a284f749","c049fac0-07ff-4567-aadb-3f3ca1cd0129","2024-10-07T15:18:11.000Z","2024-10-07T16:15:42.000Z","QIV","QIV",3.6,"Betula pendula (Silver Birch)",NA,51.411591,-0.641523,4,5698236,664014,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c049fac0-07ff-4567-aadb-3f3ca1cd0129_1728314287.jpg","2024-10-07T15:11:19.000Z","2024-10-07T16:15:35.000Z","1 T2 P2","1","07/10/2024","Merten's Acres","T2","P2",51.411604,-0.641633,4,5698237,664006,"30U",45,1,19,"Bramble","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2ae37820-eb75-4ca3-bdcb-5667a284f749_1728313873.jpg"
"103","2ae37820-eb75-4ca3-bdcb-5667a284f749","55cfd9d9-4a3c-4030-bcb8-ed91ce1fdc6c","2024-10-07T15:17:15.000Z","2024-10-07T16:15:40.000Z","QIII","QIII",3.95,"Betula pendula (Silver Birch)",NA,51.41156,-0.641454,4,5698232,664019,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=55cfd9d9-4a3c-4030-bcb8-ed91ce1fdc6c_1728314217.jpg","2024-10-07T15:11:19.000Z","2024-10-07T16:15:35.000Z","1 T2 P2","1","07/10/2024","Merten's Acres","T2","P2",51.411604,-0.641633,4,5698237,664006,"30U",45,1,19,"Bramble","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2ae37820-eb75-4ca3-bdcb-5667a284f749_1728313873.jpg"
"104","2ae37820-eb75-4ca3-bdcb-5667a284f749","fdba5fe4-3691-4803-acc1-a77769694180","2024-10-07T15:16:14.000Z","2024-10-07T16:15:38.000Z","QII","QII",4.3,"Betula pendula (Silver Birch)",NA,51.411641,-0.641474,4,5698241,664017,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=fdba5fe4-3691-4803-acc1-a77769694180_1728314170.jpg","2024-10-07T15:11:19.000Z","2024-10-07T16:15:35.000Z","1 T2 P2","1","07/10/2024","Merten's Acres","T2","P2",51.411604,-0.641633,4,5698237,664006,"30U",45,1,19,"Bramble","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2ae37820-eb75-4ca3-bdcb-5667a284f749_1728313873.jpg"
"105","2ae37820-eb75-4ca3-bdcb-5667a284f749","f0935cfa-46d8-4c2e-8a22-889b171fcdb3","2024-10-07T15:14:46.000Z","2024-10-07T16:15:37.000Z","QI","QI",3.7,"Quercus robur (Pedunculated Oak)",NA,51.411637,-0.641557,4,5698241,664012,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=f0935cfa-46d8-4c2e-8a22-889b171fcdb3_1728314080.jpg","2024-10-07T15:11:19.000Z","2024-10-07T16:15:35.000Z","1 T2 P2","1","07/10/2024","Merten's Acres","T2","P2",51.411604,-0.641633,4,5698237,664006,"30U",45,1,19,"Bramble","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2ae37820-eb75-4ca3-bdcb-5667a284f749_1728313873.jpg"
"106","2b0cd077-997d-40a7-a005-9ee1381a9684","bdf88017-c7fe-4ffe-9bce-e07923993bb1","2024-10-07T15:25:48.000Z","2024-10-07T16:04:22.000Z","QI","QI",3.8,"Quercus petraea (Sessile Oak)",5829,51.412508,-0.649429,4,5698320,663461,"30U","","2024-10-07T15:16:24.000Z","2024-10-07T16:04:10.000Z","8 T2 P5","8","07/10/2024","Gunnes's Thicket","T2","P5",51.412469,-0.649454,4,5698316,663460,"30U",1,2,4,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2b0cd077-997d-40a7-a005-9ee1381a9684_1728314181.jpg"
"107","2b0cd077-997d-40a7-a005-9ee1381a9684","08519229-7597-476f-8eac-05880a1d3426","2024-10-07T15:24:06.000Z","2024-10-07T16:04:18.000Z","QIV","QIV",1.4,"Quercus petraea (Sessile Oak)",NA,51.412466,-0.649458,4,5698315,663459,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=08519229-7597-476f-8eac-05880a1d3426_1728314643.jpg","2024-10-07T15:16:24.000Z","2024-10-07T16:04:10.000Z","8 T2 P5","8","07/10/2024","Gunnes's Thicket","T2","P5",51.412469,-0.649454,4,5698316,663460,"30U",1,2,4,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2b0cd077-997d-40a7-a005-9ee1381a9684_1728314181.jpg"
"108","2b0cd077-997d-40a7-a005-9ee1381a9684","ca00e5b8-83ad-45b6-acd5-60a2622bb8e0","2024-10-07T15:21:33.000Z","2024-10-07T16:04:15.000Z","QIII","QIII",2,"Crataegus monogyna (Hawthorn)",NA,51.412365,-0.649459,4,5698304,663460,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=ca00e5b8-83ad-45b6-acd5-60a2622bb8e0_1728314490.jpg","2024-10-07T15:16:24.000Z","2024-10-07T16:04:10.000Z","8 T2 P5","8","07/10/2024","Gunnes's Thicket","T2","P5",51.412469,-0.649454,4,5698316,663460,"30U",1,2,4,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2b0cd077-997d-40a7-a005-9ee1381a9684_1728314181.jpg"
"109","2b0cd077-997d-40a7-a005-9ee1381a9684","40340384-6115-407c-8817-1385097be203","2024-10-07T15:19:19.000Z","2024-10-07T16:04:11.000Z","QII","QII",6.35,"Fagus sylvatica (Beech)",NA,51.412442,-0.649378,4,5698313,663465,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=40340384-6115-407c-8817-1385097be203_1728314343.jpg","2024-10-07T15:16:24.000Z","2024-10-07T16:04:10.000Z","8 T2 P5","8","07/10/2024","Gunnes's Thicket","T2","P5",51.412469,-0.649454,4,5698316,663460,"30U",1,2,4,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2b0cd077-997d-40a7-a005-9ee1381a9684_1728314181.jpg"
"110","2c7f58fc-67c8-4584-b6d2-9d69c489f618","d531fb7e-7038-4767-ab7a-5e57f4ce952e","2024-10-07T16:31:59.000Z","2024-10-09T10:22:27.000Z","QIV","QIV",7.6,"Betula pendula (Silver Birch)",NA,NA,NA,NA,NA,NA,"","","2024-10-07T16:23:35.000Z","2024-10-09T10:22:17.000Z","3 T1 P5","3","07/10/2024","Nash's Copse","T1","P5",51.41448,-0.64545,4,5698548,663731,"30U",35,2,23,"Common Tamarisk Moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2c7f58fc-67c8-4584-b6d2-9d69c489f618_1728318113.jpg"
"111","2c7f58fc-67c8-4584-b6d2-9d69c489f618","b6b8e11a-f0be-450b-9698-2830167d1808","2024-10-07T16:30:38.000Z","2024-10-09T10:22:24.000Z","QIII","QIII",2.62,"Betula pendula (Silver Birch)",NA,NA,NA,NA,NA,NA,"","","2024-10-07T16:23:35.000Z","2024-10-09T10:22:17.000Z","3 T1 P5","3","07/10/2024","Nash's Copse","T1","P5",51.41448,-0.64545,4,5698548,663731,"30U",35,2,23,"Common Tamarisk Moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2c7f58fc-67c8-4584-b6d2-9d69c489f618_1728318113.jpg"
"112","2c7f58fc-67c8-4584-b6d2-9d69c489f618","582def09-4f6a-449f-b829-cc1530b4ea52","2024-10-07T16:29:45.000Z","2024-10-09T10:22:21.000Z","QII","QII",4.42,"Betula pendula (Silver Birch)",NA,NA,NA,NA,NA,NA,"","","2024-10-07T16:23:35.000Z","2024-10-09T10:22:17.000Z","3 T1 P5","3","07/10/2024","Nash's Copse","T1","P5",51.41448,-0.64545,4,5698548,663731,"30U",35,2,23,"Common Tamarisk Moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2c7f58fc-67c8-4584-b6d2-9d69c489f618_1728318113.jpg"
"113","2c7f58fc-67c8-4584-b6d2-9d69c489f618","749af88a-f127-4ddd-8ca2-eed790fe6a55","2024-10-07T16:28:56.000Z","2024-10-09T10:22:18.000Z","QI","QI",6.2,"Betula pendula (Silver Birch)",NA,51.409649,-0.639659,5,5698024,664151,"30U","","2024-10-07T16:23:35.000Z","2024-10-09T10:22:17.000Z","3 T1 P5","3","07/10/2024","Nash's Copse","T1","P5",51.41448,-0.64545,4,5698548,663731,"30U",35,2,23,"Common Tamarisk Moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2c7f58fc-67c8-4584-b6d2-9d69c489f618_1728318113.jpg"
"114","2c95a1dd-8bb1-4053-8111-6559c44901e8","03bfcf20-7744-4c94-a24c-798228ff43f0","2024-10-07T13:07:21.000Z","2024-10-11T09:13:23.000Z","QIV","QIV",6.1,"Ulmus sp. (Elm)",NA,51.409948,-0.644759,5,5698046,663795,"30U","","2024-10-07T12:34:26.000Z","2024-10-11T09:13:09.000Z","5 T1 P1","5","07/10/2024","Elms Slope","T1","P1",51.409663,-0.639766,12,5698025,664143,"30U",1,1,10,"Pedunculate Oak","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2c95a1dd-8bb1-4053-8111-6559c44901e8_1728304455.jpg"
"115","2c95a1dd-8bb1-4053-8111-6559c44901e8","24c27615-4756-4233-86f6-8091482e1e7e","2024-10-07T12:59:42.000Z","2024-10-11T09:13:18.000Z","QIII","QIII",3.64,"Acer pseudoplatanus (Sycamore)",NA,51.410053,-0.644869,5,5698057,663787,"30U","","2024-10-07T12:34:26.000Z","2024-10-11T09:13:09.000Z","5 T1 P1","5","07/10/2024","Elms Slope","T1","P1",51.409663,-0.639766,12,5698025,664143,"30U",1,1,10,"Pedunculate Oak","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2c95a1dd-8bb1-4053-8111-6559c44901e8_1728304455.jpg"
"116","2c95a1dd-8bb1-4053-8111-6559c44901e8","0914182e-747d-4038-b8c8-35fe79722cb7","2024-10-07T12:49:59.000Z","2024-10-11T09:13:14.000Z","QII","QII",9.4,"Acer pseudoplatanus (Sycamore)",NA,51.409917,-0.644952,5,5698042,663782,"30U","","2024-10-07T12:34:26.000Z","2024-10-11T09:13:09.000Z","5 T1 P1","5","07/10/2024","Elms Slope","T1","P1",51.409663,-0.639766,12,5698025,664143,"30U",1,1,10,"Pedunculate Oak","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2c95a1dd-8bb1-4053-8111-6559c44901e8_1728304455.jpg"
"117","2c95a1dd-8bb1-4053-8111-6559c44901e8","18cbaed8-f60e-4941-b568-f6db4407c092","2024-10-07T12:41:36.000Z","2024-10-11T09:13:11.000Z","QI","QI",7.45,"Betula pendula (Silver Birch)",0,51.409935,-0.64481,5,5698044,663792,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=18cbaed8-f60e-4941-b568-f6db4407c092_1728304885.jpg","2024-10-07T12:34:26.000Z","2024-10-11T09:13:09.000Z","5 T1 P1","5","07/10/2024","Elms Slope","T1","P1",51.409663,-0.639766,12,5698025,664143,"30U",1,1,10,"Pedunculate Oak","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2c95a1dd-8bb1-4053-8111-6559c44901e8_1728304455.jpg"
"118","2df0ba90-2821-41ef-ac38-0c87591dca33","f71f4750-a1f0-4c6b-a107-b21cc2b768b6","2025-10-06T12:54:40.000Z","2025-10-06T15:33:17.000Z","QIV","QIV",10,"Fraxinus excelsior (Ash)",NA,51.413059,-0.653624,6,5698372,663167,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=f71f4750-a1f0-4c6b-a107-b21cc2b768b6_1759755277.jpg","2025-10-06T12:02:50.000Z","2025-10-06T15:32:59.000Z","2 T1 P1","2","06/10/2025","Mann's Copse","T1","P1",51.413214,-0.655242,26,5698386,663054,"30U",0,0,0,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2df0ba90-2821-41ef-ac38-0c87591dca33_1759752140.jpg"
"119","2df0ba90-2821-41ef-ac38-0c87591dca33","331d5036-c7e7-4369-a513-1fce7c2a271a","2025-10-06T12:50:19.000Z","2025-10-06T15:33:13.000Z","QIII","QIII",10.3,"Acer pseudoplatanus (Sycamore)",NA,51.412881,-0.653846,5,5698352,663153,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=331d5036-c7e7-4369-a513-1fce7c2a271a_1759755016.jpg","2025-10-06T12:02:50.000Z","2025-10-06T15:32:59.000Z","2 T1 P1","2","06/10/2025","Mann's Copse","T1","P1",51.413214,-0.655242,26,5698386,663054,"30U",0,0,0,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2df0ba90-2821-41ef-ac38-0c87591dca33_1759752140.jpg"
"120","2df0ba90-2821-41ef-ac38-0c87591dca33","f315d41a-737c-4384-a309-b9ced35fb37f","2025-10-06T12:40:04.000Z","2025-10-06T15:33:04.000Z","QII","QII",4.37,"Corylus avellana (Hazel)",NA,51.412906,-0.653725,6,5698355,663161,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=f315d41a-737c-4384-a309-b9ced35fb37f_1759754396.jpg","2025-10-06T12:02:50.000Z","2025-10-06T15:32:59.000Z","2 T1 P1","2","06/10/2025","Mann's Copse","T1","P1",51.413214,-0.655242,26,5698386,663054,"30U",0,0,0,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2df0ba90-2821-41ef-ac38-0c87591dca33_1759752140.jpg"
"121","2df0ba90-2821-41ef-ac38-0c87591dca33","6dd5bd68-4799-4858-834e-c9d7a19ebe1b","2025-10-06T12:06:13.000Z","2025-10-06T15:33:00.000Z","QI","QI",2.04,"Quercus petraea (Sessile Oak)",NA,51.412935,-0.653648,17,5698358,663166,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=6dd5bd68-4799-4858-834e-c9d7a19ebe1b_1759754754.jpg","2025-10-06T12:02:50.000Z","2025-10-06T15:32:59.000Z","2 T1 P1","2","06/10/2025","Mann's Copse","T1","P1",51.413214,-0.655242,26,5698386,663054,"30U",0,0,0,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2df0ba90-2821-41ef-ac38-0c87591dca33_1759752140.jpg"
"122","2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6","0ebf7230-88b6-41e4-8e5e-b8ff52ae609f","2025-10-06T13:00:07.000Z","2025-10-06T14:07:41.000Z","QIV","QIV",14,"",1957,51.414442,-0.650396,7,5698533,663387,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=0ebf7230-88b6-41e4-8e5e-b8ff52ae609f_1759755603.jpg","2025-10-06T12:47:28.000Z","2025-10-06T14:07:25.000Z","6 T1 P3","6","06/10/2025","Farm wood","T1","P3",51.414559,-0.650561,4,5698546,663375,"30U",80,3,13,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6_1759754846.jpg"
"123","2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6","d621e3fc-9013-4253-8102-e5e83c40ca68","2025-10-06T12:57:53.000Z","2025-10-06T14:07:36.000Z","QII","QII",7.5,"Acer pseudoplatanus (Sycamore)",NA,51.414575,-0.65054,5,5698547,663377,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=d621e3fc-9013-4253-8102-e5e83c40ca68_1759755470.jpg","2025-10-06T12:47:28.000Z","2025-10-06T14:07:25.000Z","6 T1 P3","6","06/10/2025","Farm wood","T1","P3",51.414559,-0.650561,4,5698546,663375,"30U",80,3,13,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6_1759754846.jpg"
"124","2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6","2823b8ce-5616-45a3-82c1-68e8b3535f98","2025-10-06T12:49:55.000Z","2025-10-06T14:07:27.000Z","QI","QI",3.6,"Betula pendula (Silver Birch)",NA,51.414553,-0.650589,4,5698545,663373,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2823b8ce-5616-45a3-82c1-68e8b3535f98_1759754993.jpg","2025-10-06T12:47:28.000Z","2025-10-06T14:07:25.000Z","6 T1 P3","6","06/10/2025","Farm wood","T1","P3",51.414559,-0.650561,4,5698546,663375,"30U",80,3,13,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6_1759754846.jpg"
